,Actual,Future Predict
2024-11-27 00:00:00-05:00,,5.9393063
2024-11-28 00:00:00-05:00,,6.1360426
2024-11-29 00:00:00-05:00,,6.337455
2024-12-02 00:00:00-05:00,,6.5409713
2024-12-03 00:00:00-05:00,,6.7434044
2024-12-04 00:00:00-05:00,,6.940916
2024-12-05 00:00:00-05:00,,7.1291094
2024-12-06 00:00:00-05:00,,7.3031945
2024-12-09 00:00:00-05:00,,7.4581895
2024-12-10 00:00:00-05:00,,7.589202
2024-12-11 00:00:00-05:00,,7.691706
2024-12-12 00:00:00-05:00,,7.7618275
2024-12-13 00:00:00-05:00,,7.796604
2024-12-16 00:00:00-05:00,,7.7941656
2024-12-17 00:00:00-05:00,,7.753886
2024-12-18 00:00:00-05:00,,7.6764
2024-12-19 00:00:00-05:00,,7.563574
2024-12-20 00:00:00-05:00,,7.4183693
2024-12-23 00:00:00-05:00,,7.244674
2024-12-24 00:00:00-05:00,,7.0470805
2024-12-25 00:00:00-05:00,,6.83065
2024-12-26 00:00:00-05:00,,6.600682
2024-12-27 00:00:00-05:00,,6.362496
2024-12-30 00:00:00-05:00,,6.1212397
2024-12-31 00:00:00-05:00,,5.881699
2025-01-01 00:00:00-05:00,,5.6481547
2025-01-02 00:00:00-05:00,,5.4242578
2025-01-03 00:00:00-05:00,,5.2129335
2025-01-06 00:00:00-05:00,,5.0163317
2025-01-07 00:00:00-05:00,,4.8358216
2025-01-08 00:00:00-05:00,,4.672019
